Sample name ,Sample type,Sample group,Matrix,Location,Compound,Analyte peak area,Internal standard peak area,Sample mass
NIA biota grp E shrimp blank,Blank,Homogenizer,Biota,NIA,PFDA,167.211,703.453,1
NIA biota grp E shrimp sample,Sample,Homogenizer,Biota,NIA,PFDA,394.333,1119.228,0.6702
NIA biota grp E shrimp spike,Spike,Homogenizer,Biota,NIA,PFDA,6331.433,2963.715,1
NIA biota grp D snail 20x,Sample,Pestle,Biota,NIA,PFDA,53.357,546.375,0.5
NIA biota grp E crayfish blank,Blank,Pestle,Biota,NIA,PFDA,19.953,531.938,1
NIA biota grp E crayfish sample,Sample,Pestle,Biota,NIA,PFDA,0,446.165,0.5353
NIA biota grp E crayfish spike,Spike,Pestle,Biota,NIA,PFDA,16963.945,489.366,1
NIA biota grp D sunfish blank 1,Blank,Blender,Biota,NIA,PFDA,36.893,559.545,1
NIA biota grp D sunfish blank 2,Blank,Blender,Biota,NIA,PFDA,97.981,885.602,1
NIA biota grp D sunfish Cici sample 1 20x,Sample,Blender,Biota,NIA,PFDA,23.228,466.06,0.9413
NIA biota grp D sunfish Cici sample 2 20x,Sample,Blender,Biota,NIA,PFDA,0,551.016,0.6954
NIA biota grp D sunfish spike,Spike,Blender,Biota,NIA,PFDA,13180.991,684.213,1
NIA biota grp D sunfish Sophie sample 1 20x,Sample,Blender,Biota,NIA,PFDA,151.569,507.856,0.8905
NIA biota grp D sunfish Sophie sample 2 20x,Sample,Blender,Biota,NIA,PFDA,90.755,473.369,0.5997
NIA biota grp D sunfish Sophie sample 3 20x,Sample,Blender,Biota,NIA,PFDA,3.62,497.977,0.2789
NIA biota grp F catfish blank,Blank,Blender,Biota,NIA,PFDA,37.228,711.408,1
NIA biota grp F catfish sample 20x,Sample,Blender,Biota,NIA,PFDA,21.132,589.226,0.5925
NIA biota grp F catfish spike,Spike,Blender,Biota,NIA,PFDA,13643.638,703.974,1
NIA biota grp F bug blank,Blank,Homogenizer,Biota,NIA,PFDA,11.03,723.993,1
NIA biota grp F bug sample,Sample,Homogenizer,Biota,NIA,PFDA,415.34,659.973,0.5
NIA biota grp F bug spike,Spike,Homogenizer,Biota,NIA,PFDA,16142.164,659.911,1
NIA biota grp F shrimp blank,Blank,Homogenizer,Biota,NIA,PFDA,129.435,737.071,1
NIA biota grp F shrimp sample,Sample,Homogenizer,Biota,NIA,PFDA,85.623,604.39,1
NIA biota grp F shrimp spike,Spike,Homogenizer,Biota,NIA,PFDA,8798.094,682.808,1
NIA biota grp E sunfish blank,Blank,Blender,Biota,NIA,PFDA,76.92,850.354,1
NIA biota grp E sunfish sample 20x,Sample,Blender,Biota,NIA,PFDA,177.314,721.4,0.7384
NIA biota grp E sunfish spike,Spike,Blender,Biota,NIA,PFDA,13902.38,620.417,1
NIA biota grp D sunfish sample 20x,Sample,Blender,Biota,NIA,PFDA,59.14,738.157,0.8926
