Sample name,Sample type,Sample group,Matrix,Location,Compound,Analyte.peak.area,Internal.standard.peak.area,Sample mass
20Mc-group C Biota spike,Spike,Pestle,Biota,20MC,PFHxS,4.13E+03,6.45E+03,1
20Mc-group B Blender Blank,Blank,Blender,Biota,20MC,PFHxS,0.00E+00,8.84E+03,1
20Mc-group B Mortar and Pestle Blank,Blank,Pestle,Biota,20MC,PFHxS,0.00E+00,1.02E+04,1
20Mc-group B Homogenizer Blank,Blank,Homogenizer,Biota,20MC,PFHxS,0.00E+00,1.08E+04,1
20Mc-group B Nymph,Sample,Homogenizer,Biota,20MC,PFHxS,0.00E+00,1.16E+04,0.1089
20Mc-group B Giant Bug 1 ,Sample,Pestle,Biota,20MC,PFHxS,0.00E+00,1.02E+04,0.9952
20Mc-group B Giant Bug 2,Sample,Pestle,Biota,20MC,PFHxS,0.00E+00,5.65E+03,1.0105
20Mc-group B Catfish,Sample,Blender,Biota,20MC,PFHxS,0.00E+00,2.45E+03,1.1823
20Mc-group B Biota Spike ,Spike,Homogenizer,Biota,20MC,PFHxS,1.98E+04,4.74E+03,1
20Mc-group B Sediment Lab Blank,Blank,Lab,Sediment,20MC,PFHxS,0.00E+00,6.88E+03,1
20Mc-group B Sediment Field Blank,Blank,Field,Sediment,20MC,PFHxS,0.00E+00,8.76E+03,1
20Mc-group B Sediment 2 Rep 1,Sample,Field,Sediment,20MC,PFHxS,0.00E+00,6.19E+03,0.9918
20Mc-group B Sediment 2 Rep 2,Sample,Field,Sediment,20MC,PFHxS,0.00E+00,4.42E+03,1.0064
20Mc-group B Sediment 2 Rep 3 ,Sample,Field,Sediment,20MC,PFHxS,0.00E+00,5.25E+03,1.0641
20Mc-group B Sediment Spike,Spike,Lab,Sediment,20MC,PFHxS,2.48E+04,5.20E+03,1
20MC Group A sed  Field blank,Blank,Lab,Sediment,20MC,PFHxS,0.00E+00,1.47E+04,1
20MC Group A sed Lab blank,Blank,Field,Sediment,20MC,PFHxS,0.00E+00,1.62E+04,1
20MC Group A sed R1,Sample,Field,Sediment,20MC,PFHxS,0.00E+00,1.11E+04,1
20MC Group A sed R2,Sample,Field,Sediment,20MC,PFHxS,0.00E+00,1.23E+04,0.9922
20MC Group A sed R3,Sample,Field,Sediment,20MC,PFHxS,0.00E+00,9.04E+03,1.0233
20MC Group A sed spike,Spike,Lab,Sediment,20MC,PFHxS,4.93E+04,1.30E+04,1
20Mc-group  C Sed Field Blank,Blank,Lab,Sediment,20MC,PFHxS,0.00E+00,1.40E+04,1
20Mc-group C Sed Lab Blank,Blank,Field,Sediment,20MC,PFHxS,0.00E+00,8.42E+03,1
20Mc-group C Sed 3-1,Sample,Field,Sediment,20MC,PFHxS,0.00E+00,1.23E+04,0.8309
20Mc-group C Sed 3-2,Sample,Field,Sediment,20MC,PFHxS,0.00E+00,1.16E+04,0.9147
20Mc-group C Sed 3-3,Sample,Field,Sediment,20MC,PFHxS,0.00E+00,1.31E+04,1.0055
20Mc-group C Sed Spike,Spike,Lab,Sediment,20MC,PFHxS,5.13E+04,1.18E+04,1
NIA water lab blank,Blank,Lab,Water,NIA,PFHxS,0.00E+00,8.63E+03,1
NIA water field blank,Blank,Field,Water,NIA,PFHxS,0.00E+00,8.17E+03,1
NIA water sample 2,Sample,Field,Water,NIA,PFHxS,3.35E+04,8.64E+03,1
NIA water sample 4,Sample,Field,Water,NIA,PFHxS,2.18E+04,9.79E+03,1
NIA water sample 5,Sample,Field,Water,NIA,PFHxS,3.09E+04,6.98E+03,1
NIA water spike 4,Spike,Field,Water,NIA,PFHxS,1.66E+05,1.00E+04,1
NIA water spike 5,Spike,Field,Water,NIA,PFHxS,1.12E+05,9.36E+03,1
NIA water spike 6,Spike,Field,Water,NIA,PFHxS,1.36E+05,7.86E+03,1
Group D-NIA-BIO-SUNFISH Blank-2X,Blank,Blender,Biota,NIA,PFHxS,0.00E+00,2.53E+04,1
Group D-NIA-BIO-Motor Blank-2X,Blank,Pestle,Biota,NIA,PFHxS,0.00E+00,2.64E+04,1
Group D-NIA-BIO-Spike-2X,Spike,Blender,Biota,NIA,PFHxS,1.14E+04,2.39E+04,1
Group D-NIA-BIO-Crafish 20X,Sample,Pestle,Biota,NIA,PFHxS,5.24E+03,1.72E+04,1.203
Group D-NIA-BIO-Lady Bug 20X,Sample,Pestle,Biota,NIA,PFHxS,0.00E+00,1.83E+04,0.0305
Group D-NIA-BIO-Sunfish R1 20X,Sample,Blender,Biota,NIA,PFHxS,1.65E+03,1.88E+04,0.9744
Group D-NIA-BIO-Sunfish R2 20X,Sample,Blender,Biota,NIA,PFHxS,3.97E+03,1.95E+04,0.1095
Group D-NIA-BIO-Nymphs 20X,Sample,Pestle,Biota,NIA,PFHxS,0.00E+00,1.81E+04,0.1419
Group D-NIA SUNFISH K1 2X,Sample,Blender,Biota,NIA,PFHxS,9.14E+03,1.48E+04,0.1095
GROUP D-NIA CRAYFISH 2X ,Sample,Pestle,Biota,NIA,PFHxS,2.72E+04,9.66E+03,1.203
Group D-NIA SUNFISH R2 2X,Sample,Blender,Biota,NIA,PFHxS,1.56E+04,1.20E+04,0.1095
Group D-NIA NYMPTH 2X,Sample,Homogenizer,Biota,NIA,PFHxS,2.29E+03,1.06E+04,0.1419
Group D-NIA LADY BUG 2X,Sample,Pestle,Biota,NIA,PFHxS,0.00E+00,9.90E+03,0.0305
Group E-NIA-BIO-SHRIMP Blank 2x,Blank,Blender,Biota,NIA,PFHxS,0.00E+00,1.85E+04,1
Group E-NIA-BIO-Blender Blank 2x,Blank,Blender,Biota,NIA,PFHxS,0.00E+00,2.04E+04,1
Group E-NIA-BIO-Motor Blank 2x,Blank,Pestle,Biota,NIA,PFHxS,0.00E+00,2.08E+04,1
Group E-NIA-BIO-Spike 2x,Spike,Pestle,Biota,NIA,PFHxS,1.17E+04,1.09E+04,1
Group E-NIA-BIO-DRAGON 20x,Sample,Pestle,Biota,NIA,PFHxS,0.00E+00,5.55E+04,0.5559
Group E-NIA-BIO-SHRIMP 1 R1 20x,Sample,Homogenizer,Biota,NIA,PFHxS,6.02E+03,4.40E+04,1.05
Group E-NIA-BIO-SHRIMP 1 R2 20x,Sample,Homogenizer,Biota,NIA,PFHxS,1.29E+03,3.97E+04,0.99
Group E-NIA-BIO-CATFISH 20x,Sample,Blender,Biota,NIA,PFHxS,1.24E+03,1.32E+04,1.219
Group E-NIA-BIO-SHRIMP 1 R1 2x,Sample,Homogenizer,Biota,NIA,PFHxS,2.82E+04,2.69E+04,1.05
Group E-NIA-BIO-SHRIMP 1 R2 2x,Sample,Homogenizer,Biota,NIA,PFHxS,2.42E+04,1.82E+04,0.99
Group E-NIA-BIO-DRAGON 2x,Sample,Pestle,Biota,NIA,PFHxS,2.04E+04,1.53E+04,0.5559
Group E-NIA-BIO-CATFISH 2x,Sample,Blender,Biota,NIA,PFHxS,9.83E+03,2.13E+04,1.219
Group F-NIA-BIO-bugs blank 2X,Blank,Pestle,Biota,NIA,PFHxS,0.00E+00,1.07E+04,1
Group F-NIA-BIO-sunfish blank 2X,Blank,Blender,Biota,NIA,PFHxS,0.00E+00,1.33E+04,1
Group F-NIA-BIO-shrimp blank 2X,Blank,Homogenizer,Biota,NIA,PFHxS,0.00E+00,1.15E+04,1
Group F-NIA-BIO-spike 2X,Spike,Homogenizer,Biota,NIA,PFHxS,2.38E+04,1.95E+04,1
Group F-NIA-BIO-bugs 20X,Sample,Pestle,Biota,NIA,PFHxS,0.00E+00,3.21E+04,0.158
Group F-NIA-BIO-sunfish 20X,Sample,Blender,Biota,NIA,PFHxS,2.69E+03,3.51E+04,1.2087
Group F-NIA-BIO-shrimp 20X,Sample,Homogenizer,Biota,NIA,PFHxS,4.48E+03,3.27E+04,1.05
Group F-NIA-BIO-grass hopper 20X,Sample,Pestle,Biota,NIA,PFHxS,0.00E+00,2.63E+04,0.271
Group F-NIA SUNFISH 2X,Sample,Blender,Biota,NIA,PFHxS,6.68E+03,7.47E+03,1.2087
Group F-NIA SHRIMP 2X,Sample,Homogenizer,Biota,NIA,PFHxS,1.11E+04,5.29E+03,1.05
Group F-NIA GRASSHOPPER 2X,Sample,Pestle,Biota,NIA,PFHxS,0.00E+00,5.90E+03,0.271
Group F-NIA BUGS 2X,Sample,Pestle,Biota,NIA,PFHxS,0.00E+00,6.21E+03,0.158
Group F-NIA-SED- lab blank 2X,Blank,Lab,Sediment,NIA,PFHxS,0.00E+00,1.12E+04,1
Group F-NIA-SED- field blank 2X,Blank,Field,Sediment,NIA,PFHxS,0.00E+00,1.21E+04,1
Group F-NIA-SED- spike 2X,Spike,Field,Sediment,NIA,PFHxS,3.54E+04,1.09E+04,1
Group F-NIA-SED-R1 20X,Sample,Field,Sediment,NIA,PFHxS,0.00E+00,1.18E+04,1.0847
Group F-NIA-SED-R2 20X,Sample,Field,Sediment,NIA,PFHxS,0.00E+00,1.01E+04,0.9392
Group F-NIA-SED-R3 20X,Sample,Field,Sediment,NIA,PFHxS,0.00E+00,1.19E+04,1.0715
Group F-NIA-SED R1 2x,Sample,Field,Sediment,NIA,PFHxS,3.76E+03,5.02E+03,1.0847
Group F-NIA-SED R2 2x,Sample,Field,Sediment,NIA,PFHxS,3.86E+03,5.44E+03,0.9392
Group F-NIA-SED R3 2x,Sample,Field,Sediment,NIA,PFHxS,3.59E+03,5.02E+03,1.0715
Group D-NIA-SED-Field Blank 2X,Blank,Lab,Sediment,NIA,PFHxS,0.00E+00,2.94E+04,1
Group D-NIA-SED-Lab Blank 2X,Blank,Field,Sediment,NIA,PFHxS,0.00E+00,2.12E+04,1
Group D-NIA-SED-Spike 2X,Spike,Field,Sediment,NIA,PFHxS,7.75E+04,2.23E+04,1
Group D-NIA-SED-Sample 1 20X,Sample,Field,Sediment,NIA,PFHxS,0.00E+00,2.35E+04,1.0124
Group D-NIA-SED-Sample 2 20X,Sample,Field,Sediment,NIA,PFHxS,0.00E+00,2.92E+04,1.0011
Group D-NIA-SED-Sample 3 20X,Sample,Field,Sediment,NIA,PFHxS,0.00E+00,2.43E+04,1.0075
Group D-NIA SED1 2X,Sample,Field,Sediment,NIA,PFHxS,4.61E+03,9.31E+03,1.0124
Group D-NIA SED2 2X,Sample,Field,Sediment,NIA,PFHxS,4.89E+03,9.30E+03,1.0011
Group D-NIA SED3 2X,Sample,Field,Sediment,NIA,PFHxS,3.74E+03,8.56E+03,1.0075
Group E-NIA-SED Field Blank 2x,Blank,Lab,Sediment,NIA,PFHxS,0.00E+00,2.55E+04,1
Group E-NIA-SED Lab Blank 2x,Blank,Field,Sediment,NIA,PFHxS,0.00E+00,1.97E+04,1
Group E-NIA-SED Spike 2x,Spike,Field,Sediment,NIA,PFHxS,1.26E+05,3.14E+04,1
Group E-NIA-SED R1 20x,Sample,Field,Sediment,NIA,PFHxS,0.00E+00,2.68E+04,1.0274
Group E-NIA-SED R2 20x,Sample,Field,Sediment,NIA,PFHxS,0.00E+00,3.06E+04,1.0543
Group E-NIA-SED R3 20x,Sample,Field,Sediment,NIA,PFHxS,0.00E+00,3.87E+04,1.0243
Group E-NIA-SED R1 2x,Sample,Field,Sediment,NIA,PFHxS,7.43E+03,1.40E+04,1.0274
Group E-NIA-SED R2 2x,Sample,Field,Sediment,NIA,PFHxS,1.28E+04,1.17E+04,1.0543
Group E-NIA-SED R3 2x,Sample,Field,Sediment,NIA,PFHxS,6.44E+03,1.19E+04,1.0243
0 ng/mL,Calibration curve,A,N/A,N/A,PFOS,0.00E+00,1.80E+04,1
0.1 ng/mL,Calibration curve,A,N/A,N/A,PFOS,2.15E+03,1.81E+04,1
0.2 ng/mL,Calibration curve,A,N/A,N/A,PFOS,4.18E+03,2.42E+04,1
0.5 ng/mL,Calibration curve,A,N/A,N/A,PFOS,1.06E+04,2.88E+04,1
1 ng/mL,Calibration curve,A,N/A,N/A,PFOS,1.92E+04,2.41E+04,1
2 ng/mL,Calibration curve,A,N/A,N/A,PFOS,5.23E+04,2.80E+04,1
5 ng/mL,Calibration curve,A,N/A,N/A,PFOS,1.28E+05,2.75E+04,1
10 ng/mL,Calibration curve,A,N/A,N/A,PFOS,2.22E+05,2.65E+04,1
20 ng/mL,Calibration curve,A,N/A,N/A,PFOS,3.92E+05,2.56E+04,1
50 ng/mL,Calibration curve,A,N/A,N/A,PFOS,8.96E+05,2.26E+04,1
0 ng/mL,Calibration curve,B,N/A,N/A,PFOS,0.00E+00,1.09E+04,1
0.1 ng/mL,Calibration curve,B,N/A,N/A,PFOS,8.73E+02,7.66E+03,1
0.2 ng/mL,Calibration curve,B,N/A,N/A,PFOS,2.08E+03,1.22E+04,1
0.5 ng/mL,Calibration curve,B,N/A,N/A,PFOS,5.46E+03,1.04E+04,1
1 ng/mL,Calibration curve,B,N/A,N/A,PFOS,9.12E+03,1.03E+04,1
2 ng/mL,Calibration curve,B,N/A,N/A,PFOS,2.63E+04,1.23E+04,1
5 ng/mL,Calibration curve,B,N/A,N/A,PFOS,5.96E+04,1.42E+04,1
10 ng/mL,Calibration curve,B,N/A,N/A,PFOS,1.12E+05,1.36E+04,1
20 ng/mL,Calibration curve,B,N/A,N/A,PFOS,1.97E+05,1.31E+04,1
50 ng/mL,Calibration curve,B,N/A,N/A,PFOS,4.33E+05,7.72E+03,1
20MC water lab blank,Blank,Lab,Water,20MC,PFOS,0.00E+00,2.78E+04,1
20MC water field blank,Blank,Field,Water,20MC,PFOS,2.35E+03,2.74E+04,1
20MC water bottle 4 sample 1,Sample,Field,Water,20MC,PFOS,1.73E+03,2.93E+04,100
20MC water bottle 4 sample 2,Sample,Field,Water,20MC,PFOS,2.51E+03,2.80E+04,100
20MC water bottle 4 sample 3,Sample,Field,Water,20MC,PFOS,1.49E+03,2.85E+04,100
20MC water spike 1,Spike,Field,Water,20MC,PFOS,3.12E+05,2.15E+04,1
20MC water spike 2,Spike,Field,Water,20MC,PFOS,2.59E+05,2.24E+04,1
20MC water spike 3,Spike,Field,Water,20MC,PFOS,2.42E+05,2.18E+04,1
20MC Group A blender blank,Blank,Blender,Biota,20MC,PFOS,8.34E+03,2.82E+04,1
20MC Group A mortas and pestle Blank,Blank,Pestle,Biota,20MC,PFOS,0.00E+00,3.08E+04,1
20MC Group A catfish 1,Sample,Blender,Biota,20MC,PFOS,1.15E+05,2.55E+04,1.0617
20MC Group A catfish 2,Sample,Blender,Biota,20MC,PFOS,1.87E+05,2.46E+04,1.4491
20MC Group A catfish 3,Sample,Blender,Biota,20MC,PFOS,1.39E+05,1.67E+04,1.3189
20MC Goup A yellow perch,Sample,Blender,Biota,20MC,PFOS,5.55E+04,1.65E+04,1.6576
20MC Group A beetle,Sample,Pestle,Biota,20MC,PFOS,7.17E+03,1.74E+04,1.0617
20MC GroupA biota spike,Spike,Blender,Biota,20MC,PFOS,6.24E+04,1.66E+04,1
20MC Group A boatmen,Sample,Pestle,Biota,20MC,PFOS,4.56E+04,1.72E+04,0.2888
20Mc-group C Biota mortar pestle blank,Blank,Pestle,Biota,20MC,PFOS,0.00E+00,1.26E+04,1
Group C-20MC-BIO-Blender Blank 2x,Blank,Blender,Biota,20MC,PFOS,0.00E+00,1.70E+04,1
20Mc-group C Biota crawfish 1,Sample,Pestle,Biota,20MC,PFOS,1.92E+04,9.54E+03,1.0688
20Mc-group C Biota crawfish 2,Sample,Pestle,Biota,20MC,PFOS,9.10E+03,6.97E+03,1.4043
20Mc-group C Biota sunfish 1,Sample,Blender,Biota,20MC,PFOS,8.07E+04,7.48E+03,0.9163
20 MC-group C Biota sunfish 2,Sample,Blender,Biota,20MC,PFOS,7.66E+04,7.99E+03,0.9769
20Mc-group C Biota sunfish 3,Sample,Blender,Biota,20MC,PFOS,6.84E+04,6.65E+03,1.036
20Mc-group C Biota waterbug 1,Sample,Pestle,Biota,20MC,PFOS,1.48E+04,7.48E+03,0.7033
20Mc-group C Biota spike,Spike,Pestle,Biota,20MC,PFOS,1.08E+04,7.30E+03,1
20Mc-group B Blender Blank,Blank,Blender,Biota,20MC,PFOS,0.00E+00,9.40E+03,1
20Mc-group B Mortar and Pestle Blank,Blank,Pestle,Biota,20MC,PFOS,0.00E+00,1.24E+04,1
20Mc-group B Homogenizer Blank,Blank,Homogenizer,Biota,20MC,PFOS,0.00E+00,1.07E+04,1
20Mc-group B Nymph,Sample,Homogenizer,Biota,20MC,PFOS,4.62E+03,1.12E+04,0.1089
20Mc-group B Giant Bug 1 ,Sample,Pestle,Biota,20MC,PFOS,2.52E+04,9.77E+03,0.9952
20Mc-group B Giant Bug 2,Sample,Pestle,Biota,20MC,PFOS,1.53E+04,5.47E+03,1.0105
20Mc-group B Catfish,Sample,Blender,Biota,20MC,PFOS,4.77E+04,3.32E+03,1.1823
20Mc-group B Biota Spike ,Spike,Homogenizer,Biota,20MC,PFOS,2.00E+04,6.70E+03,1
20Mc-group B Sediment Lab Blank,Blank,Lab,Sediment,20MC,PFOS,0.00E+00,6.14E+03,1
20Mc-group B Sediment Field Blank,Blank,Field,Sediment,20MC,PFOS,0.00E+00,7.83E+03,1
20Mc-group B Sediment 2 Rep 1,Sample,Field,Sediment,20MC,PFOS,3.64E+03,8.60E+03,0.9918
20Mc-group B Sediment 2 Rep 2,Sample,Field,Sediment,20MC,PFOS,2.67E+03,6.10E+03,1.0064
20Mc-group B Sediment 2 Rep 3 ,Sample,Field,Sediment,20MC,PFOS,2.70E+03,5.67E+03,1.0641
20Mc-group B Sediment Spike,Spike,Lab,Sediment,20MC,PFOS,2.55E+04,7.30E+03,1
20MC Group A sed  Field blank,Blank,Lab,Sediment,20MC,PFOS,0.00E+00,1.40E+04,1
20MC Group A sed Lab blank,Blank,Field,Sediment,20MC,PFOS,0.00E+00,1.66E+04,1
20MC Group A sed R1,Sample,Field,Sediment,20MC,PFOS,7.42E+03,1.28E+04,1
20MC Group A sed R2,Sample,Field,Sediment,20MC,PFOS,3.49E+03,1.26E+04,0.9922
20MC Group A sed R3,Sample,Field,Sediment,20MC,PFOS,3.81E+03,1.07E+04,1.0233
20MC Group A sed spike,Spike,Lab,Sediment,20MC,PFOS,4.55E+04,1.32E+04,1
20Mc-group  C Sed Field Blank,Blank,Lab,Sediment,20MC,PFOS,0.00E+00,1.52E+04,1
20Mc-group C Sed Lab Blank,Blank,Field,Sediment,20MC,PFOS,0.00E+00,1.55E+04,1
20Mc-group C Sed 3-1,Sample,Field,Sediment,20MC,PFOS,4.34E+03,1.20E+04,0.8309
20Mc-group C Sed 3-2,Sample,Field,Sediment,20MC,PFOS,2.62E+03,1.07E+04,0.9147
20Mc-group C Sed 3-3,Sample,Field,Sediment,20MC,PFOS,2.54E+03,1.33E+04,1.0055
20Mc-group C Sed Spike,Spike,Lab,Sediment,20MC,PFOS,5.12E+04,1.18E+04,1
NIA water lab blank,Blank,Lab,Water,NIA,PFOS,0.00E+00,7.96E+03,1
NIA water field blank,Blank,Field,Water,NIA,PFOS,0.00E+00,7.60E+03,1
NIA water sample 2,Sample,Field,Water,NIA,PFOS,3.56E+04,7.32E+03,1
NIA water sample 4,Sample,Field,Water,NIA,PFOS,3.23E+04,1.18E+04,1
NIA water sample 5,Sample,Field,Water,NIA,PFOS,2.95E+04,9.46E+03,1
NIA water spike 4,Spike,Field,Water,NIA,PFOS,1.02E+05,8.43E+03,1
NIA water spike 5,Spike,Field,Water,NIA,PFOS,6.58E+04,9.53E+03,1
NIA water spike 6,Spike,Field,Water,NIA,PFOS,1.52E+05,8.79E+03,1
Group D-NIA-BIO-SUNFISH Blank-2X,Blank,Blender,Biota,NIA,PFOS,0.00E+00,1.75E+04,1
Group D-NIA-BIO-Motor Blank-2X,Blank,Pestle,Biota,NIA,PFOS,0.00E+00,2.48E+04,1
Group D-NIA-BIO-Spike-2X,Spike,Blender,Biota,NIA,PFOS,2.41E+04,2.04E+04,1
Group D-NIA-BIO-Crafish 20X,Sample,Pestle,Biota,NIA,PFOS,3.24E+04,1.89E+04,1.203
Group D-NIA-BIO-Lady Bug 20X,Sample,Pestle,Biota,NIA,PFOS,0.00E+00,2.05E+04,0.0305
Group D-NIA-BIO-Sunfish R1 20X,Sample,Blender,Biota,NIA,PFOS,1.84E+05,1.69E+04,0.9744
Group D-NIA-BIO-Sunfish R2 20X,Sample,Blender,Biota,NIA,PFOS,2.62E+05,1.76E+04,0.1095
Group D-NIA-BIO-Nymphs 20X,Sample,Pestle,Biota,NIA,PFOS,1.08E+04,2.09E+04,0.1419
Group D-NIA SUNFISH K1 2X,Sample,Blender,Biota,NIA,PFOS,8.32E+05,9.85E+03,0.1095
GROUP D-NIA CRAYFISH 2X ,Sample,Pestle,Biota,NIA,PFOS,1.31E+05,9.45E+03,1.203
Group D-NIA SUNFISH R2 2X,Sample,Blender,Biota,NIA,PFOS,1.01E+06,6.70E+03,0.1095
Group D-NIA NYMPTH 2X,Sample,Homogenizer,Biota,NIA,PFOS,5.36E+04,1.08E+04,0.1419
Group D-NIA LADY BUG 2X,Sample,Pestle,Biota,NIA,PFOS,0.00E+00,8.30E+03,0.0305
Group E-NIA-BIO-SHRIMP Blank 2x,Blank,Blender,Biota,NIA,PFOS,0.00E+00,1.98E+04,1
Group E-NIA-BIO-Blender Blank 2x,Blank,Blender,Biota,NIA,PFOS,0.00E+00,1.82E+04,1
Group E-NIA-BIO-Motor Blank 2x,Blank,Pestle,Biota,NIA,PFOS,0.00E+00,1.91E+04,1
Group E-NIA-BIO-Spike 2x,Spike,Pestle,Biota,NIA,PFOS,1.99E+04,1.34E+04,1
Group E-NIA-BIO-DRAGON 20x,Sample,Pestle,Biota,NIA,PFOS,1.36E+04,4.28E+04,0.5559
Group E-NIA-BIO-SHRIMP 1 R1 20x,Sample,Homogenizer,Biota,NIA,PFOS,1.06E+05,4.00E+04,1.05
Group E-NIA-BIO-SHRIMP 1 R2 20x,Sample,Homogenizer,Biota,NIA,PFOS,1.55E+04,3.04E+04,0.99
Group E-NIA-BIO-CATFISH 20x,Sample,Blender,Biota,NIA,PFOS,4.37E+04,1.10E+04,1.219
Group E-NIA-BIO-SHRIMP 1 R1 2x,Sample,Homogenizer,Biota,NIA,PFOS,5.10E+05,2.13E+04,1.05
Group E-NIA-BIO-SHRIMP 1 R2 2x,Sample,Homogenizer,Biota,NIA,PFOS,5.24E+05,1.36E+04,0.99
Group E-NIA-BIO-DRAGON 2x,Sample,Pestle,Biota,NIA,PFOS,2.66E+05,1.30E+04,0.5559
Group E-NIA-BIO-CATFISH 2x,Sample,Blender,Biota,NIA,PFOS,5.29E+05,1.45E+04,1.219
Group F-NIA-BIO-bugs blank 2X,Blank,Pestle,Biota,NIA,PFOS,0.00E+00,1.23E+04,1
Group F-NIA-BIO-sunfish blank 2X,Blank,Blender,Biota,NIA,PFOS,0.00E+00,1.20E+04,1
Group F-NIA-BIO-shrimp blank 2X,Blank,Homogenizer,Biota,NIA,PFOS,0.00E+00,1.16E+04,1
Group F-NIA-BIO-spike 2X,Spike,Homogenizer,Biota,NIA,PFOS,3.60E+04,1.70E+04,1
Group F-NIA-BIO-bugs 20X,Sample,Pestle,Biota,NIA,PFOS,3.46E+04,3.40E+04,0.158
Group F-NIA-BIO-sunfish 20X,Sample,Blender,Biota,NIA,PFOS,3.57E+05,2.22E+04,1.2087
Group F-NIA-BIO-shrimp 20X,Sample,Homogenizer,Biota,NIA,PFOS,1.42E+05,2.97E+04,1.05
Group F-NIA-BIO-grass hopper 20X,Sample,Pestle,Biota,NIA,PFOS,0.00E+00,2.88E+04,0.271
Group F-NIA SUNFISH 2X,Sample,Blender,Biota,NIA,PFOS,1.03E+06,4.90E+03,1.2087
Group F-NIA SHRIMP 2X,Sample,Homogenizer,Biota,NIA,PFOS,2.26E+05,4.43E+03,1.05
Group F-NIA GRASSHOPPER 2X,Sample,Pestle,Biota,NIA,PFOS,0.00E+00,5.26E+03,0.271
Group F-NIA BUGS 2X,Sample,Pestle,Biota,NIA,PFOS,5.87E+04,6.80E+03,0.158
Group F-NIA-SED- lab blank 2X,Blank,Lab,Sediment,NIA,PFOS,0.00E+00,1.10E+04,1
Group F-NIA-SED- field blank 2X,Blank,Field,Sediment,NIA,PFOS,0.00E+00,1.02E+04,1
Group F-NIA-SED- spike 2X,Spike,Field,Sediment,NIA,PFOS,4.37E+04,1.26E+04,1
Group F-NIA-SED-R1 20X,Sample,Field,Sediment,NIA,PFOS,4.33E+03,9.94E+03,1.0847
Group F-NIA-SED-R2 20X,Sample,Field,Sediment,NIA,PFOS,3.93E+03,1.25E+04,0.9392
Group F-NIA-SED-R3 20X,Sample,Field,Sediment,NIA,PFOS,4.80E+03,1.08E+04,1.0715
Group F-NIA-SED R1 2x,Sample,Field,Sediment,NIA,PFOS,2.55E+04,6.53E+03,1.0847
Group F-NIA-SED R2 2x,Sample,Field,Sediment,NIA,PFOS,2.84E+04,7.11E+03,0.9392
Group F-NIA-SED R3 2x,Sample,Field,Sediment,NIA,PFOS,2.39E+04,6.51E+03,1.0715
Group D-NIA-SED-Field Blank 2X,Blank,Lab,Sediment,NIA,PFOS,0.00E+00,2.89E+04,1
Group D-NIA-SED-Lab Blank 2X,Blank,Field,Sediment,NIA,PFOS,0.00E+00,2.77E+04,1
Group D-NIA-SED-Spike 2X,Spike,Field,Sediment,NIA,PFOS,1.45E+04,3.95E+03,1
Group D-NIA-SED-Sample 1 20X,Sample,Field,Sediment,NIA,PFOS,6.83E+03,2.44E+04,1.0124
Group D-NIA-SED-Sample 2 20X,Sample,Field,Sediment,NIA,PFOS,4.87E+03,1.64E+04,1.0011
Group D-NIA-SED-Sample 3 20X,Sample,Field,Sediment,NIA,PFOS,4.69E+03,1.96E+04,1.0075
Group D-NIA SED1 2X,Sample,Field,Sediment,NIA,PFOS,2.21E+04,1.02E+04,1.0124
Group D-NIA SED2 2X,Sample,Field,Sediment,NIA,PFOS,1.99E+04,8.07E+03,1.0011
Group D-NIA SED3 2X,Sample,Field,Sediment,NIA,PFOS,1.58E+04,7.36E+03,1.0075
Group E-NIA-SED Field Blank 2x,Blank,Lab,Sediment,NIA,PFOS,0.00E+00,2.25E+04,1
Group E-NIA-SED Lab Blank 2x,Blank,Field,Sediment,NIA,PFOS,0.00E+00,2.37E+04,1
Group E-NIA-SED Spike 2x,Spike,Field,Sediment,NIA,PFOS,1.52E+05,4.41E+04,1
Group E-NIA-SED R1 20x,Sample,Field,Sediment,NIA,PFOS,9.49E+03,2.31E+04,1.0274
Group E-NIA-SED R2 20x,Sample,Field,Sediment,NIA,PFOS,8.71E+03,2.95E+04,1.0543
Group E-NIA-SED R3 20x,Sample,Field,Sediment,NIA,PFOS,1.05E+04,3.20E+04,1.0243
Group E-NIA-SED R1 2x,Sample,Field,Sediment,NIA,PFOS,3.56E+04,1.44E+04,1.0274
Group E-NIA-SED R2 2x,Sample,Field,Sediment,NIA,PFOS,4.99E+04,9.27E+03,1.0543
Group E-NIA-SED R3 2x,Sample,Field,Sediment,NIA,PFOS,3.84E+04,1.17E+04,1.0243
