Sample name,Sample type,Sample group,Matrix,Location,Compound,Analyte peak area,Analyte retention time,Internal standard peak area,Normalization factor
20MC water ext 1 rep 1,Sample,Field,Water,20MC,PFDA,7.89E+03,3.54,3.22E+05,100
20MC water ext 1 rep 2,Sample,Field,Water,20MC,PFDA,9.38E+03,3.55,2.96E+05,100
20MC water ext 1 rep 3,Sample,Field,Water,20MC,PFDA,7.84E+03,3.57,2.69E+05,100
20MC water ext 2 lab blank,Blank,Lab,Water,20MC,PFDA,6.67E+03,3.45,3.19E+05,1
20MC water ext 2 field blank,Blank,Field,Water,20MC,PFDA,4.41E+03,3.51,2.48E+05,1
20MC water ext 2 rep 1,Sample,Field,Water,20MC,PFDA,8.40E+03,3.53,4.04E+05,100
20MC water ext 2 rep 2,Sample,Field,Water,20MC,PFDA,1.06E+04,3.54,3.59E+05,100
20MC water ext 2 rep 3,Sample,Field,Water,20MC,PFDA,1.16E+04,3.52,3.42E+05,100
NIA water ext Grp E lab blank,Blank,Lab,Water,NIA,PFDA,6.80E+03,3.54,8.38E+05,1
NIA water ext Grp E Field blank,Blank,Field,Water,NIA,PFDA,5.18E+03,3.53,8.94E+05,1
NIA water ext Grp E rep 1,Sample,Field,Water,NIA,PFDA,6.37E+03,3.5,1.02E+06,100
NIA water ext Grp E rep 2,Sample,Field,Water,NIA,PFDA,6.42E+03,3.51,7.70E+05,100
NIA water ext Grp E rep 3,Sample,Field,Water,NIA,PFDA,7.22E+03,3.51,8.34E+05,100
NIA water ext Grp F lab blank,Blank,Lab,Water,NIA,PFDA,1.41E+04,3.52,6.58E+05,1
NIA water ext Grp F Field blank,Blank,Field,Water,NIA,PFDA,7.60E+03,3.51,1.22E+06,1
NIA water ext Grp F rep 1,Sample,Field,Water,NIA,PFDA,8.55E+03,3.52,6.96E+05,100
NIA water ext Grp F rep 2,Sample,Field,Water,NIA,PFDA,2.84E+04,3.5,1.02E+06,100
NIA water ext Grp F rep 3,Sample,Field,Water,NIA,PFDA,1.33E+04,3.51,9.01E+05,100
NIA water ext Grp D lab blank,Blank,Lab,Water,NIA,PFDA,3.49E+03,3.56,5.03E+05,1
NIA water ext Grp D Field blank,Blank,Field,Water,NIA,PFDA,3.86E+03,3.53,7.16E+05,1
NIA water ext Grp D rep 1,Sample,Field,Water,NIA,PFDA,6.67E+03,3.51,6.74E+05,100
NIA water ext Grp D rep 2,Sample,Field,Water,NIA,PFDA,4.90E+03,3.51,7.87E+05,100
NIA water ext Grp D rep 3,Sample,Field,Water,NIA,PFDA,5.54E+03,3.51,7.83E+05,100
NIA water ext Grp D spike,Spike,Field,Water,NIA,PFDA,9.40E+05,3.5,5.01E+05,1
NIA water ext Grp E spike,Spike,Field,Water,NIA,PFDA,6.84E+05,3.5,7.95E+05,1
20MC water ext 2 spike,Spike,Field,Water,20MC,PFDA,1.16E+06,3.51,3.31E+05,1
20MC water ext 1 spike,Spike,Field,Water,20MC,PFDA,7.08E+05,3.52,2.20E+05,1
20MC blender blk Grp B,Blank,Blender,Biota,20MC,PFDA,7.36E+03,3.56,2.78E+05,1
20MC catfish Grp B rep 1,Sample,Blender,Biota,20MC,PFDA,1.01E+05,3.5,2.84E+05,1.0748
20MC catfish Grp B rep 2,Sample,Blender,Biota,20MC,PFDA,1.02E+05,3.42,3.26E+05,1.009
20MC catfish Grp B rep 3,Sample,Blender,Biota,20MC,PFDA,7.45E+04,3.51,2.49E+05,1.0164
20MC snail Grp B rep 1,Sample,Blender,Biota,20MC,PFDA,6.41E+03,3.52,2.64E+05,1.0074
20MC snail Grp B rep 2,Sample,Blender,Biota,20MC,PFDA,4.79E+03,3.51,2.53E+05,1.1286
20MC snail Grp B rep 3,Sample,Blender,Biota,20MC,PFDA,4.33E+03,3.53,2.47E+05,1.0855
20MC sunfish Grp B rep 1,Sample,Blender,Biota,20MC,PFDA,4.43E+04,3.52,1.95E+05,1.0472
20MC sunfish Grp B rep 2,Sample,Blender,Biota,20MC,PFDA,6.62E+04,3.44,3.17E+05,1.0903
20MC sunfish Grp B rep 3,Sample,Blender,Biota,20MC,PFDA,4.10E+04,3.5,2.21E+05,1.023
20MC Catfish 2 blender blk Grp C ,Blank,Blender,Biota,20MC,PFDA,3.86E+03,3.53,6.15E+05,1
20MC Catfish 2 Grp C rep 1,Sample,Blender,Biota,20MC,PFDA,7.63E+04,3.42,6.08E+05,1.086
20MC Catfish 2 Grp C rep 2,Sample,Blender,Biota,20MC,PFDA,6.64E+04,3.44,5.65E+05,1.0618
20MC Catfish 2 Grp C rep 3,Sample,Blender,Biota,20MC,PFDA,4.43E+04,3.43,5.18E+05,1.0268
20MC Crayfish Grp C blank,Blank,Blender,Biota,20MC,PFDA,4.43E+03,3.43,5.03E+05,1
20MC Crayfish Grp C rep 1,Sample,Blender,Biota,20MC,PFDA,5.83E+03,3.52,7.21E+05,1.0985
20MC Crayfish Grp C rep 2,Sample,Blender,Biota,20MC,PFDA,7.56E+03,3.46,0.00E+00,1.0701
20MC Crayfish Grp C rep 3,Sample,Blender,Biota,20MC,PFDA,8.07E+03,3.45,1.05E+06,0.719
20MC Homogenizer blk Grp C,Blank,Homogenizer,Biota,20MC,PFDA,4.05E+03,3.52,7.21E+05,1
20MC Mayfly Grp C rep 1,Sample,Homogenizer,Biota,20MC,PFDA,1.60E+04,3.49,6.48E+05,0.2434
20MC Mayfly Grp C rep 2,Sample,Homogenizer,Biota,20MC,PFDA,3.55E+03,3.43,3.26E+05,0.2421
20MC Mayfly Grp C rep 3,Sample,Homogenizer,Biota,20MC,PFDA,8.90E+03,3.49,6.24E+05,0.1754
20MC Mortar and Pestle blk Grp A,Blank,Pestle,Biota,20MC,PFDA,3.16E+03,3.58,7.18E+05,1
20MC Beetle Grp A,Sample,Pestle,Biota,20MC,PFDA,4.32E+04,3.47,3.24E+05,0.3872
20MC Stick bug Grp A,Sample,Pestle,Biota,20MC,PFDA,4.32E+04,3.45,5.07E+05,0.2556
20MC Minnow Grp A rep 1,Sample,Blender,Biota,20MC,PFDA,7.61E+04,3.45,3.46E+05,1.085
20MC Minnow Grp A rep 2,Sample,Blender,Biota,20MC,PFDA,5.17E+04,3.45,3.06E+05,0.9924
20MC Minnow Grp A rep 3,Sample,Blender,Biota,20MC,PFDA,4.43E+04,3.42,1.69E+05,1.012
NIA Blender Blk Grp D 2x dil,Blank,Blender,Biota,NIA,PFDA,7.85E+03,3.53,7.21E+05,1
NIA Catfish 1-1 Grp D 20x dil,Sample,Blender,Biota,NIA,PFDA,1.04E+04,3.52,9.24E+05,0.811
NIA Catfish 1-2 Grp D 20x dil,Sample,Blender,Biota,NIA,PFDA,8.81E+03,3.5,8.39E+05,0.8655
NIA Catfish 1-3 Grp D 20x dil,Sample,Blender,Biota,NIA,PFDA,1.46E+04,3.52,1.05E+06,0.9952
NIA Sunfish 2-1 Grp D 20x dil,Sample,Blender,Biota,NIA,PFDA,1.03E+04,3.52,8.12E+05,0.998
NIA Sunfish 2-2 Grp D 20x dil,Sample,Blender,Biota,NIA,PFDA,1.43E+04,3.52,1.02E+06,1.3837
NIA Sunfish 2-3 Grp D 20x dil,Sample,Blender,Biota,NIA,PFDA,9.92E+03,3.51,7.64E+05,1.1401
NIA Homogenizer Blk Grp D 2x dil,Blank,Homogenizer,Biota,NIA,PFDA,5.63E+03,3.49,1.07E+06,1
NIA Damselfly 1 Grp D 20x dil,Sample,Homogenizer,Biota,NIA,PFDA,3.22E+03,3.56,5.90E+05,1.0018
NIA Damselfly 2 Grp D 20x dil,Sample,Homogenizer,Biota,NIA,PFDA,3.03E+03,3.56,5.19E+05,0.4005
NIA Dragonfly 1 Grp D 20x dil,Sample,Homogenizer,Biota,NIA,PFDA,4.61E+03,3.49,5.99E+05,0.352
NIA Mortar and Pestle Blk Grp E 2x dil,Blank,Pestle,Biota,NIA,PFDA,3.41E+03,3.54,7.02E+05,1
NIA Catfish Blk Grp E 2x dil,Blank,Blender,Biota,NIA,PFDA,3.62E+03,3.5,6.77E+05,1
NIA Whirlygig 1 Grp E 20x dil,Sample,Pestle,Biota,NIA,PFDA,6.57E+03,3.5,8.44E+05,0.3269
NIA Catfish 2-1 Grp E 20x dil,Sample,Blender,Biota,NIA,PFDA,8.39E+03,3.52,5.75E+05,0.9985
NIA Catfish 2-2 Grp E 20x dil,Sample,Blender,Biota,NIA,PFDA,6.42E+03,3.52,6.17E+05,0.8517
NIA Snail Grp E 20x dil,Sample,Homogenizer,Biota,NIA,PFDA,1.22E+04,3.51,4.29E+05,1.5217
NIA Damselfly 1 Grp D 2x dil,Sample,Homogenizer,Biota,NIA,PFDA,1.33E+04,3.51,6.88E+05,0.4005
NIA Damselfly 2 Grp D 2x dil,Sample,Homogenizer,Biota,NIA,PFDA,8.83E+03,3.49,6.08E+05,0.352
NIA Dragonfly 1 Grp D 2x dil,Sample,Homogenizer,Biota,NIA,PFDA,1.76E+04,3.51,5.37E+05,1.0018
NIA Catfish 1-1 Grp D 2x dil,Sample,Blender,Biota,NIA,PFDA,2.57E+04,3.5,5.66E+05,0.811
NIA Catfish 1-2 Grp D 2x dil,Sample,Blender,Biota,NIA,PFDA,2.60E+04,3.51,5.43E+05,0.8655
NIA Catfish 1-3 Grp D 2x dil,Sample,Blender,Biota,NIA,PFDA,3.69E+04,3.47,3.50E+05,0.9952
NIA Sunfish 2-1 Grp D 2x dil,Sample,Blender,Biota,NIA,PFDA,2.45E+04,3.51,3.50E+05,0.998
NIA Sunfish 2-2 Grp D 2x dil,Sample,Blender,Biota,NIA,PFDA,4.69E+04,3.52,4.71E+05,1.3837
NIA Sunfish 2-3 Grp D 2x dil,Sample,Blender,Biota,NIA,PFDA,3.72E+04,3.52,4.10E+05,1.1401
NIA Whirlygig 1 Grp E 2x dil,Sample,Pestle,Biota,NIA,PFDA,0.00E+00,3.83,3.71E+05,0.3269
NIA Catfish 2-1 Grp E 2x dil,Sample,Blender,Biota,NIA,PFDA,2.16E+04,3.52,2.96E+05,0.9985
NIA Catfish 2-2 Grp E 2x dil,Sample,Blender,Biota,NIA,PFDA,2.76E+04,3.51,3.41E+05,0.8517
NIA Snail Grp E 2x dil,Sample,Homogenizer,Biota,NIA,PFDA,1.41E+04,3.48,5.34E+04,1.5217
20MC Sed 2 Grp A lab blk,Blank,Lab,Sediment,,PFDA,0.00E+00,3.31,3.80E+05,1
20MC Sed 2 Grp A field blk,Blank,Field,Sediment,20MC,PFDA,0.00E+00,0,1.91E+05,1
20MC Sed 2 Grp A rep 1,Sample,Field,Sediment,20MC,PFDA,1.42E+04,3.53,2.92E+05,0.9946
20MC Sed 2 Grp A rep 2,Sample,Field,Sediment,20MC,PFDA,1.45E+04,3.5,2.60E+05,1.0023
20MC Sed 2 Grp A rep 3,Sample,Field,Sediment,20MC,PFDA,1.30E+04,3.53,2.63E+05,0.9943
20MC Sed 3 Grp C lab blk,Blank,Lab,Sediment,20MC,PFDA,0.00E+00,0,3.66E+05,1
20MC Sed 3 Grp C field blk,Blank,Field,Sediment,20MC,PFDA,0.00E+00,0,1.59E+05,1
20MC Sed 3 Grp C rep 1,Sample,Field,Sediment,20MC,PFDA,9.27E+03,3.51,3.11E+05,0.9937
20MC Sed 3 Grp C rep 2,Sample,Field,Sediment,20MC,PFDA,3.28E+04,3.5,2.67E+05,1.0376
20MC Sed 3 Grp C rep 3,Sample,Field,Sediment,20MC,PFDA,2.19E+04,3.5,3.25E+05,1.0013
20MC Sed 1 Grp B method blk,Blank,Lab,Sediment,20MC,PFDA,0.00E+00,0,9.59E+04,1
20MC Sed 1 Grp B field blk,Blank,Field,Sediment,20MC,PFDA,0.00E+00,0,5.51E+05,1
20MC Sed 1 Grp B rep 1,Sample,Field,Sediment,20MC,PFDA,8.83E+03,3.51,1.10E+05,0.9924
20MC Sed 1 Grp B rep 2,Sample,Field,Sediment,20MC,PFDA,3.74E+03,3.48,8.81E+04,0.9884
20MC Sed 1 Grp B rep 3,Sample,Field,Sediment,20MC,PFDA,7.25E+03,3.48,9.56E+04,1.0116
NIA Sed 2 Grp F method blk 2x dil,Blank,Lab,Sediment,NIA,PFDA,0.00E+00,2.4,3.48E+05,1
NIA Sed 2 Grp F field blk 2x dil,Blank,Field,Sediment,NIA,PFDA,0.00E+00,0,4.08E+05,1
NIA Sed 2 Grp F rep 1 20x dil,Sample,Field,Sediment,NIA,PFDA,2.23E+03,3.51,4.71E+05,1.0192
NIA Sed 2 Grp F rep 2 20x dil,Sample,Field,Sediment,NIA,PFDA,0.00E+00,0,4.70E+05,1.0085
NIA Sed 2 Grp F rep 3 20x dil,Sample,Field,Sediment,NIA,PFDA,0.00E+00,0,5.52E+05,1.0256
NIA HMBK Grp F 2x dil,Blank,Lab,Sediment,NIA,PFDA,0.00E+00,0,5.30E+05,1
NIA BDBK Grp F 2x dil,Blank,Field,Sediment,NIA,PFDA,3.15E+03,3.46,5.62E+05,1
NIA Sed 3 Grp F method blk 2x dil,Blank,Lab,Sediment,NIA,PFDA,2.74E+03,3.51,5.25E+05,1
NIA Sed 3 Grp F field blk 2x dil,Blank,Field,Sediment,NIA,PFDA,0.00E+00,0,5.94E+05,1
NIA Sed 3 Grp F rep 1 20x dil,Sample,Field,Sediment,NIA,PFDA,4.43E+03,3.49,5.70E+05,1
NIA Sed 3 Grp F rep 2 20x dil,Sample,Field,Sediment,NIA,PFDA,4.03E+03,3.5,4.20E+05,1.0103
NIA Sed 3 Grp F rep 3 20x dil,Sample,Field,Sediment,NIA,PFDA,4.77E+03,3.5,5.51E+05,1.0548
NIA Sed 1 Grp E method blk 2x dil,Blank,Lab,Sediment,NIA,PFDA,2.89E+03,3.49,5.96E+05,1
NIA Sed 1 Grp E field blk 2x dil,Blank,Field,Sediment,NIA,PFDA,3.25E+03,3.48,5.11E+05,1
NIA Sed 1 Grp E rep 1 20x dil,Sample,Field,Sediment,NIA,PFDA,0.00E+00,2.97,5.74E+05,1.0081
NIA Sed 1 Grp E rep 2 20x dil,Sample,Field,Sediment,NIA,PFDA,0.00E+00,3.03,5.85E+05,0.9999
NIA Sed 1 Grp E rep 3 20x dil,Sample,Field,Sediment,NIA,PFDA,0.00E+00,3.1,6.14E+05,1.0080
NIA Sed 3 rep 1 2x dil,Sample,Field,Sediment,NIA,PFDA,1.98E+04,3.49,5.10E+05,1
NIA Sed 3 rep 2 2x dil,Sample,Field,Sediment,NIA,PFDA,1.53E+04,3.5,3.75E+05,1.0103
NIA Sed 3 rep 3 2x dil,Sample,Field,Sediment,NIA,PFDA,1.03E+04,3.47,3.50E+05,1.0548
NIA Sed 1 rep 1 2x dil,Sample,Field,Sediment,NIA,PFDA,6.48E+03,3.47,3.01E+05,1.0081
NIA Sed 1 rep 2 2x dil,Sample,Field,Sediment,NIA,PFDA,0.00E+00,3.08,2.95E+05,0.9999
NIA Sed 1 rep 3 2x dil,Sample,Field,Sediment,NIA,PFDA,0.00E+00,0,2.64E+05,1.0080
NIA Sed 2 Grp F rep 1 2x dil,Sample,Field,Sediment,NIA,PFDA,0.00E+00,3.1,2.57E+05,1.0192
NIA Sed 2 Grp F rep 2 2x dil,Sample,Field,Sediment,NIA,PFDA,0.00E+00,0,2.49E+05,1.0085
NIA Sed 2 Grp F rep 3 2x dil,Sample,Field,Sediment,NIA,PFDA,0.00E+00,0,2.22E+05,1.0256
0 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,0.00E+00,0,2.74E+04,1
0.1 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,2.34E+03,3.03,3.13E+04,1
0.2 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,5.44E+03,3.02,3.26E+04,1
0.5 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,1.01E+04,2.99,2.95E+04,1
1 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,1.61E+04,3.02,2.52E+04,1
2 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,5.05E+04,3.01,3.04E+04,1
5 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,9.98E+04,3,2.55E+04,1
10 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,1.58E+05,3.01,8.23E+04,1
20 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,3.66E+05,3,2.46E+04,1
0 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,0.00E+00,0,1.46E+04,1
0.1 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,1.68E+03,2.99,1.82E+04,1
0.2 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,2.04E+03,3,1.63E+04,1
0.5 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,6.41E+03,3,1.61E+04,1
1 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,1.06E+04,3.03,1.59E+04,1
2 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,2.93E+04,3.01,2.06E+04,1
5 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,7.58E+04,3,1.69E+04,1
10 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,9.82E+04,3.01,5.53E+04,1
20 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,2.31E+05,3,1.48E+04,1
50 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,4.50E+05,3.03,1.37E+04,1
0 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,0.00E+00,0,4.47E+03,1
0.1 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,6.46E+02,3,7.10E+03,1
0.2 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,1.53E+03,3.03,5.99E+03,1
0.5 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,2.89E+03,3.03,7.41E+03,1
1 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,6.07E+03,2.99,8.75E+03,1
2 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,1.84E+04,3.01,9.84E+03,1
5 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,4.04E+04,3,8.65E+03,1
10 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,6.39E+04,3.01,2.94E+04,1
20 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,1.28E+05,3,8.46E+03,1
50 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,2.97E+05,3,7.37E+03,1
0 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,0.00E+00,0,1.27E+04,1
0.1 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,1.28E+03,2.96,1.52E+04,1
0.2 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,2.58E+03,2.98,1.32E+04,1
0.5 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,4.22E+03,2.98,1.18E+04,1
1 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,9.85E+03,2.98,1.45E+04,1
2 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,2.81E+04,2.98,1.50E+04,1
5 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,7.17E+04,2.98,1.59E+04,1
10 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,9.21E+04,2.98,4.20E+04,1
20 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,2.21E+05,2.98,1.43E+04,1
50 ng/mL,Calibration curve,Lab,N/A,N/A,PFHxS,4.19E+05,2.97,1.11E+04,1
20MC water ext 1 lab blank,Blank,Lab,Water,20MC,PFHxS,0.00E+00,2.94,2.62E+04,1
20MC water ext 1 field blank,Blank,Field,Water,20MC,PFHxS,0.00E+00,0,2.31E+04,1
20MC water ext 1 rep 1,Sample,Field,Water,20MC,PFHxS,0.00E+00,3.02,2.34E+04,100
20MC water ext 1 rep 2,Sample,Field,Water,20MC,PFHxS,0.00E+00,2.92,2.47E+04,100
20MC water ext 1 rep 3,Sample,Field,Water,20MC,PFHxS,0.00E+00,3.01,2.51E+04,100
20MC water ext 2 lab blank,Blank,Lab,Water,20MC,PFHxS,0.00E+00,0,2.07E+04,1
20MC water ext 2 field blank,Blank,Field,Water,20MC,PFHxS,0.00E+00,2.99,2.23E+04,1
20MC water ext 2 rep 1,Sample,Field,Water,20MC,PFHxS,0.00E+00,2.85,2.34E+04,100
20MC water ext 2 rep 2,Sample,Field,Water,20MC,PFHxS,0.00E+00,3,2.17E+04,100
20MC water ext 2 rep 3,Sample,Field,Water,20MC,PFHxS,0.00E+00,3.04,1.92E+04,100
NIA water ext Grp E lab blank,Blank,Lab,Water,NIA,PFHxS,0.00E+00,2.99,8.36E+04,1
NIA water ext Grp E Field blank,Blank,Field,Water,NIA,PFHxS,0.00E+00,3,8.93E+04,1
NIA water ext Grp E rep 1,Sample,Field,Water,NIA,PFHxS,4.67E+04,3,8.44E+04,100
NIA water ext Grp E rep 2,Sample,Field,Water,NIA,PFHxS,3.50E+04,3.03,6.37E+04,100
NIA water ext Grp E rep 3,Sample,Field,Water,NIA,PFHxS,4.44E+04,3.01,8.86E+04,100
NIA water ext Grp F lab blank,Blank,Lab,Water,NIA,PFHxS,0.00E+00,2.72,6.83E+04,1
NIA water ext Grp F Field blank,Blank,Field,Water,NIA,PFHxS,0.00E+00,2.78,1.02E+05,1
NIA water ext Grp F rep 1,Sample,Field,Water,NIA,PFHxS,4.69E+04,3.01,5.83E+04,100
NIA water ext Grp F rep 2,Sample,Field,Water,NIA,PFHxS,4.89E+04,2.99,8.68E+04,100
NIA water ext Grp F rep 3,Sample,Field,Water,NIA,PFHxS,3.26E+04,3,5.83E+04,100
NIA water ext Grp D lab blank,Blank,Lab,Water,NIA,PFHxS,0.00E+00,2.8,5.97E+04,1
NIA water ext Grp D Field blank,Blank,Field,Water,NIA,PFHxS,0.00E+00,2.86,6.98E+04,1
NIA water ext Grp D rep 1,Sample,Field,Water,NIA,PFHxS,3.34E+04,3.01,5.87E+04,100
NIA water ext Grp D rep 2,Sample,Field,Water,NIA,PFHxS,3.49E+04,2.99,5.17E+04,100
NIA water ext Grp D rep 3,Sample,Field,Water,NIA,PFHxS,3.67E+04,3,6.16E+04,100
NIA water ext Grp D spike,Spike,Field,Water,NIA,PFHxS,1.32E+05,3.02,5.01E+04,1
NIA water ext Grp E spike,Spike,Field,Water,NIA,PFHxS,6.85E+04,3,7.17E+04,1
20MC water ext 2 spike,Spike,Field,Water,20MC,PFHxS,1.05E+05,3.01,1.71E+04,1
20MC water ext 1 spike,Spike,Field,Water,20MC,PFHxS,8.19E+04,3.03,1.79E+04,1
20MC blender blk Grp B,Blank,Blender,Biota,20MC,PFHxS,3.50E+02,3.1,2.29E+04,1
20MC catfish Grp B rep 1,Sample,Blender,Biota,20MC,PFHxS,1.65E+03,2.93,2.27E+04,1.0748
20MC catfish Grp B rep 2,Sample,Blender,Biota,20MC,PFHxS,2.44E+03,2.93,2.34E+04,1.009
20MC catfish Grp B rep 3,Sample,Blender,Biota,20MC,PFHxS,7.26E+02,2.94,1.96E+04,1.0164
20MC snail Grp B rep 1,Sample,Blender,Biota,20MC,PFHxS,2.87E+02,3.05,1.86E+04,1.0074
20MC snail Grp B rep 2,Sample,Blender,Biota,20MC,PFHxS,2.82E+02,2.9,1.71E+04,1.1286
20MC snail Grp B rep 3,Sample,Blender,Biota,20MC,PFHxS,0.00E+00,0,1.43E+04,1.0855
20MC sunfish Grp B rep 1,Sample,Blender,Biota,20MC,PFHxS,3.82E+02,3.1,1.14E+04,1.0472
20MC sunfish Grp B rep 2,Sample,Blender,Biota,20MC,PFHxS,1.28E+02,3.22,1.44E+04,1.0903
20MC sunfish Grp B rep 3,Sample,Blender,Biota,20MC,PFHxS,7.19E+02,3.1,1.32E+04,1.023
20MC Catfish 2 blender blk Grp C ,Blank,Blender,Biota,20MC,PFHxS,4.44E+02,3.04,3.44E+04,1
20MC Catfish 2 Grp C rep 1,Sample,Blender,Biota,20MC,PFHxS,3.54E+03,2.92,4.93E+04,1.086
20MC Catfish 2 Grp C rep 2,Sample,Blender,Biota,20MC,PFHxS,1.07E+03,2.91,5.02E+04,1.0618
20MC Catfish 2 Grp C rep 3,Sample,Blender,Biota,20MC,PFHxS,2.61E+02,3.1,4.57E+04,1.0268
20MC Crayfish Grp C blank,Blank,Blender,Biota,20MC,PFHxS,0.00E+00,0,1.74E+04,1
20MC Crayfish Grp C rep 1,Sample,Blender,Biota,20MC,PFHxS,0.00E+00,0,5.32E+04,1.0985
20MC Crayfish Grp C rep 2,Sample,Blender,Biota,20MC,PFHxS,0.00E+00,0,0.00E+00,1.0701
20MC Crayfish Grp C rep 3,Sample,Blender,Biota,20MC,PFHxS,4.98E+02,2.95,5.25E+04,0.719
20MC Homogenizer blk Grp C,Blank,Homogenizer,Biota,20MC,PFHxS,0.00E+00,0,1.81E+04,1
20MC Mayfly Grp C rep 1,Sample,Homogenizer,Biota,20MC,PFHxS,2.80E+02,3.01,3.11E+04,0.2434
20MC Mayfly Grp C rep 2,Sample,Homogenizer,Biota,20MC,PFHxS,6.22E+02,3,3.56E+04,0.2421
20MC Mayfly Grp C rep 3,Sample,Homogenizer,Biota,20MC,PFHxS,6.97E+02,3.02,3.26E+04,0.1754
20MC Mortar and Pestle blk Grp A,Blank,Pestle,Biota,20MC,PFHxS,0.00E+00,0,4.23E+04,1
20MC Beetle Grp A,Sample,Pestle,Biota,20MC,PFHxS,0.00E+00,0,7.16E+03,0.3872
20MC Stick bug Grp A,Sample,Pestle,Biota,20MC,PFHxS,0.00E+00,0,1.44E+04,0.2556
20MC Minnow Grp A rep 1,Sample,Blender,Biota,20MC,PFHxS,6.37E+02,2.98,1.84E+04,1.085
20MC Minnow Grp A rep 2,Sample,Blender,Biota,20MC,PFHxS,3.50E+02,3.11,1.87E+04,0.9924
20MC Minnow Grp A rep 3,Sample,Blender,Biota,20MC,PFHxS,1.36E+03,3,1.29E+04,1.012
NIA Blender Blk Grp D 2x dil,Blank,Blender,Biota,NIA,PFHxS,0.00E+00,0,4.56E+04,1
NIA Catfish 1-1 Grp D 20x dil,Sample,Blender,Biota,NIA,PFHxS,1.03E+03,2.99,6.17E+04,0.811
NIA Catfish 1-2 Grp D 20x dil,Sample,Blender,Biota,NIA,PFHxS,5.07E+02,2.83,5.93E+04,0.8655
NIA Catfish 1-3 Grp D 20x dil,Sample,Blender,Biota,NIA,PFHxS,1.14E+03,3.01,6.85E+04,0.9952
NIA Sunfish 2-1 Grp D 20x dil,Sample,Blender,Biota,NIA,PFHxS,4.11E+02,2.99,4.55E+04,0.998
NIA Sunfish 2-2 Grp D 20x dil,Sample,Blender,Biota,NIA,PFHxS,0.00E+00,0,5.57E+04,1.3837
NIA Sunfish 2-3 Grp D 20x dil,Sample,Blender,Biota,NIA,PFHxS,1.89E+02,2.99,4.96E+04,1.1401
NIA Homogenizer Blk Grp D 2x dil,Blank,Homogenizer,Biota,NIA,PFHxS,3.31E+02,3.08,5.56E+04,1
NIA Damselfly 1 Grp D 20x dil,Sample,Homogenizer,Biota,NIA,PFHxS,0.00E+00,0,5.01E+04,1.0018
NIA Damselfly 2 Grp D 20x dil,Sample,Homogenizer,Biota,NIA,PFHxS,0.00E+00,0,4.45E+04,0.4005
NIA Dragonfly 1 Grp D 20x dil,Sample,Homogenizer,Biota,NIA,PFHxS,6.30E+02,3.01,4.55E+04,0.352
NIA Mortar and Pestle Blk Grp E 2x dil,Blank,Pestle,Biota,NIA,PFHxS,1.85E+02,3.01,4.87E+04,1
NIA Catfish Blk Grp E 2x dil,Blank,Blender,Biota,NIA,PFHxS,0.00E+00,0,5.29E+04,1
NIA Whirlygig 1 Grp E 20x dil,Sample,Pestle,Biota,NIA,PFHxS,1.11E+03,3.02,5.03E+04,0.3269
