Sample Name,Sample Type,Sample group,Matrix,Location,Compound,Analyte peak area,Internal standard peak area,Sample mass
NIA H sedment field blank2,Blank,Field,Sediment,NIA,PFDA,1.13E+04,1.06E+06,
NIA H sedment lab spike1,Spike,Lab,Sediment,NIA,PFDA,1.62E+06,9.70E+05,
NIA H sedment sample2,Sample,Field,Sediment,NIA,PFDA,1.74E+04,9.91E+05,
NIA H sedment field blank1,Blank,Field,Sediment,NIA,PFDA,1.04E+04,1.07E+06,
NIA H sedment lab spike2,Spike,Lab,Sediment,NIA,PFDA,1.87E+06,1.07E+06,
NIA H sedment lab blank2,Blank,Lab,Sediment,NIA,PFDA,1.10E+04,9.65E+05,
NIA H sedment lab blank1,Blank,Lab,Sediment,NIA,PFDA,9.43E+03,9.09E+05,
NIA H sedment sample1,Sample,Field,Sediment,NIA,PFDA,4.77E+04,8.18E+05,
NIA F lab homogenized blank 2X,Blank,Lab,Biota,NIA,PFDA,7.21E+03,9.45E+05,
NIA F lab lab blank 2X,Blank,Lab,Biota,NIA,PFDA,9.06E+03,1.01E+06,
NIA F Sediment field blank,Blank,Field,Sediment,NIA,PFDA,1.08E+04,1.09E+06,
NIA F Sediment lab blank,Blank,Lab,Sediment,NIA,PFDA,9.03E+04,1.08E+06,
NIA F Sediment Sample,Sample,Field,Sediment,NIA,PFDA,1.44E+05,9.86E+05,
NIA F Sediment Spike,Spike,Lab,Sediment,NIA,PFDA,1.76E+06,1.16E+06,
NIA I Sediment field blank,Blank,Field,Sediment,NIA,PFDA,1.59E+04,1.08E+06,
NIA I Sediment FIeld Spike,Spike,Field,Sediment,NIA,PFDA,7.06E+03,1.17E+06,
NIA MeOH Blank,Blank,Lab,N/A,NIA,PFDA,1.21E+04,1.64E+03,
NIA_0 ng/mL,Calibration Curve,Lab,N/A,NIA,PFDA,4.88E+03,1.18E+06,
NIA_0.2 ng/mL,Calibration Curve,Lab,N/A,NIA,PFDA,8.45E+04,1.30E+06,
NIA_0.4 ng/mL,Calibration Curve,Lab,N/A,NIA,PFDA,1.51E+05,1.21E+06,
NIA_1 ng/mL,Calibration Curve,Lab,N/A,NIA,PFDA,2.86E+05,1.32E+06,
NIA_2 ng/mL,Calibration Curve,Lab,N/A,NIA,PFDA,6.28E+05,1.27E+06,
NIA_4 ng/mL,Calibration Curve,Lab,N/A,NIA,PFDA,1.21E+06,1.21E+06,
NIA_10 ng/mL,Calibration Curve,Lab,N/A,NIA,PFDA,3.14E+06,1.10E+06,
NIA_20 ng/mL,Calibration Curve,Lab,N/A,NIA,PFDA,5.94E+06,1.20E+06,
NIA_40 ng/mL,Calibration Curve,Lab,N/A,NIA,PFDA,9.73E+06,1.09E+06,
NIA_100 ng/mL,Calibration Curve,Lab,N/A,NIA,PFDA,2.03E+07,8.62E+05,
NIA H sunfish water blank,Blank,Homogenizer,Biota,NIA,PFDA,1.19E+04,1.09E+06,
NIA H sunfish homogenizer blank,Blank,Homogenizer,Biota,NIA,PFDA,8.92E+03,9.90E+05,
NIA H sunfish sample 1 2x,Sample,Homogenizer,Biota,NIA,PFDA,5.99E+04,8.20E+05,
NIA H sunfish sample 2 2x,Sample,Homogenizer,Biota,NIA,PFDA,3.39E+04,9.49E+05,
NIA H sunfish sample 3 2x,Sample,Homogenizer,Biota,NIA,PFDA,3.87E+04,9.32E+05,
NIA H sunfish spike,Spike,Homogenizer,Biota,NIA,PFDA,1.93E+06,1.09E+06,
NIA G biota catfish 1B 2x,Sample,Homogenizer,Biota,NIA,PFDA,4.01E+04,8.40E+05,
NIA G biota catfish 1C 2x,Sample,Homogenizer,Biota,NIA,PFDA,2.90E+04,8.65E+05,
NIA I Sunfish sample 1 2x,Sample,Homogenizer,Biota,NIA,PFDA,2.42E+04,9.41E+05,
NIA I Sunfish sample 2 2x,Sample,Homogenizer,Biota,NIA,PFDA,2.13E+04,1.07E+06,
NIA I Sunfish sample 3 2x,Sample,Homogenizer,Biota,NIA,PFDA,1.44E+04,1.42E+06,
NIA I Sunfish sample 4 2x,Sample,Homogenizer,Biota,NIA,PFDA,1.72E+04,1.34E+06,
20MC C1 sediment lab blank,Blank,Lab,Sediment,20MC,PFHxS,-3.09E+03,2.00E+05,
20MC C2 sediment field blank,Blank,Field,Sediment,20MC,PFHxS,-1.91E+03,1.59E+05,
20MC C3 sediment field sample,Sample,Field,Sediment,20MC,PFHxS,3.23E+04,1.67E+05,
20MC C4 sediment sand spike,Spike,Lab,Sediment,20MC,PFHxS,2.46E+05,1.72E+05,
20MC C1 biota catfish 1,Sample,Homogenizer,Biota,20MC,PFHxS,1.67E+04,2.07E+05,
20MC C4 biota catfish 2,Sample,Homogenizer,Biota,20MC,PFHxS,-2.66E+03,1.96E+05,
20MC C2 biota bug/beetle,Sample,Homogenizer,Biota,20MC,PFHxS,2.56E+05,1.52E+05,
20MC C3 biota catepillar,Sample,Homogenizer,Biota,20MC,PFHxS,-1.83E+03,2.75E+05,
20MC C5 biota insect,Sample,Homogenizer,Biota,20MC,PFHxS,-1.54E+04,2.03E+05,
20MC C6 biota homogenization blank,Blank,Homogenizer,Biota,20MC,PFHxS,-1.70E+03,3.21E+05,
20MC C7 biota lab blank,Blank,Lab,Biota,20MC,PFHxS,-1.66E+03,3.06E+05,
20MC D1 Hard-shell sample,Sample,Pestle,Biota,20MC,PFHxS,2.26E+03,2.33E+05,
20MC D2 Catfish sample,Sample,Homogenizer,Biota,20MC,PFHxS,-3.05E+03,2.57E+05,
20MC D3 Biota spike,Spike,Homogenizer,Biota,20MC,PFHxS,-1.12E+03,1.44E+05,
20MC D4 Sediment Lab Blank,Blank,Lab,Sediment,20MC,PFHxS,-5.18E+03,3.62E+05,
20MC D5 Sediment Field Blank,Blank,Field,Sediment,20MC,PFHxS,2.28E+03,3.40E+05,
20MC D6 Sediment Spike,Spike,Lab,Sediment,20MC,PFHxS,6.03E+05,2.73E+05,
20MC D7 Sediment Sample,Sample,Field,Sediment,20MC,PFHxS,1.22E+04,3.27E+05,
20MC B1 Sediment Lab blank,Blank,Lab,Sediment,20MC,PFHxS,-8.67E+02,2.32E+05,
20MC B2 Sediment Sample,Sample,Field,Sediment,20MC,PFHxS,-3.47E+03,2.94E+05,
20MC B3 Sand Spike,Spike,Lab,Sediment,20MC,PFHxS,4.33E+05,2.30E+05,
20MC B4 Crayfish Homoblank,Blank,Pestle,Biota,20MC,PFHxS,1.18E+03,3.28E+05,
20MC B5 Crayfish MTBE Sample,Sample,Pestle,Biota,20MC,PFHxS,6.86E+03,2.69E+05,
20MC B6 Crayfish Spike,Spike,Pestle,Biota,20MC,PFHxS,6.20E+05,3.47E+05,
20MC MeOH Blank 1,Blank,Lab,N/A,20MC,PFHxS,1.07E+04,6.67E+02,
20MC_0 ng/mL,Calibration Curve,Lab,N/A,20MC,PFHxS,3.30E+03,3.07E+05,
20MC_0.2 ng/mL,Calibration Curve,Lab,N/A,20MC,PFHxS,2.58E+04,3.27E+05,
20MC_0.4 ng/mL,Calibration Curve,Lab,N/A,20MC,PFHxS,4.36E+04,3.32E+05,
20MC_1 ng/mL,Calibration Curve,Lab,N/A,20MC,PFHxS,8.56E+04,3.22E+05,
20MC_2 ng/mL,Calibration Curve,Lab,N/A,20MC,PFHxS,2.06E+05,3.34E+05,
20MC_4 ng/mL,Calibration Curve,Lab,N/A,20MC,PFHxS,3.42E+05,3.28E+05,
20MC_10 ng/mL,Calibration Curve,Lab,N/A,20MC,PFHxS,6.57E+05,2.34E+05,
20MC_20 ng/mL,Calibration Curve,Lab,N/A,20MC,PFHxS,1.63E+06,3.10E+05,
20MC_40 ng/mL,Calibration Curve,Lab,N/A,20MC,PFHxS,2.80E+06,2.84E+05,
20MC_100 ng/mL,Calibration Curve,Lab,N/A,20MC,PFHxS,4.94E+06,1.79E+05,
20MC MeOH Blank 2,Blank,Lab,N/A,20MC,PFHxS,6.52E+03,4.23E+02,
20MC water lab blank,Blank,Lab,Water,20MC,PFHxS,3.03E+03,3.20E+05,
20MC water field blank,Blank,Field,Water,20MC,PFHxS,2.33E+03,3.53E+05,
20MC water sample 1,Sample,Field,Water,20MC,PFHxS,4.60E+03,3.33E+05,
20MC water sample 2,Sample,Field,Water,20MC,PFHxS,2.81E+03,2.40E+05,
20MC water sample 3,Sample,Field,Water,20MC,PFHxS,3.14E+03,2.55E+05,
20MC water spike 1,Spike,Field,Water,20MC,PFHxS,6.18E+05,3.34E+05,
20MC water spike 2,Spike,Field,Water,20MC,PFHxS,7.24E+05,3.13E+05,
NIA water lab blank,Blank,Lab,Water,NIA,PFHxS,2.59E+03,3.39E+05,
NIA water field blank,Blank,Field,Water,NIA,PFHxS,4.91E+03,2.86E+05,
NIA water sample 1,Sample,Field,Water,NIA,PFHxS,8.52E+04,2.10E+05,
NIA water sample 2,Sample,Field,Water,NIA,PFHxS,6.06E+04,3.12E+05,
NIA water sample 3,Sample,Field,Water,NIA,PFHxS,5.67E+04,2.64E+05,
NIA water sample 4,Sample,Field,Water,NIA,PFHxS,7.62E+04,2.23E+05,
NIA water field spike 1,Spike,Field,Water,NIA,PFHxS,4.94E+05,2.46E+05,
NIA water field spike 2,Spike,Field,Water,NIA,PFHxS,8.51E+05,2.59E+05,
20MC B7 Shell Sample 1,Sample,Pestle,Biota,20MC,PFHxS,-4.69E+03,3.05E+05,
20MC B8 Shell Sample 2,Sample,Pestle,Biota,20MC,PFHxS,3.33E+03,2.93E+05,
20MC B9 Shell Sample 3,Sample,Pestle,Biota,20MC,PFHxS,2.84E+03,2.97E+05,
20MC A1 Sediment Field Blank,Blank,Field,Sediment,20MC,PFHxS,3.52E+03,2.26E+05,
20MC A2 Sediment Spike,Spike,Lab,Sediment,20MC,PFHxS,1.04E+05,2.08E+05,
20MC A3 Sediment Sample,Sample,Field,Sediment,20MC,PFHxS,3.71E+03,3.21E+05,
20MC A4 Biota Lab Blank,Blank,Lab,Biota,20MC,PFHxS,2.36E+03,2.98E+05,
20MC A5 Homogenization Blank,Blank,Homogenizer,Biota,20MC,PFHxS,2.13E+03,3.51E+05,
20MC A6 Biota Spike,Spike,Homogenizer,Biota,20MC,PFHxS,1.10E+05,3.47E+05,
20MC A7 Biota Bug,Sample,Homogenizer,Biota,20MC,PFHxS,2.35E+03,3.64E+05,
20MC A8 Biota Sunfish,Sample,Homogenizer,Biota,20MC,PFHxS,2.81E+03,3.31E+05,
NIA E Biota Lab Lab Blank,Blank,Lab,Biota,NIA,PFHxS,2.41E+03,2.58E+05,
NIA E Biota Homogenized Lab Blank,Blank,Homogenizer,Biota,NIA,PFHxS,-3.80E+03,3.39E+05,
NIA E Biota Spike,Spike,Homogenizer,Biota,NIA,PFHxS,4.92E+05,3.53E+05,
NIA E Biota Bugs Sample,Sample,Homogenizer,Biota,NIA,PFHxS,1.07E+04,3.63E+05,
NIA E Biota Shrimps Sample,Sample,Homogenizer,Biota,NIA,PFHxS,1.46E+04,3.21E+05,
NIA E Sediment Sand Field Blank,Blank,Field,Sediment,NIA,PFHxS,3.18E+03,2.55E+05,
NIA E Sediment Sand Lab Blank,Blank,Lab,Sediment,NIA,PFHxS,-2.55E+03,2.90E+05,
NIA E Sediment Sample 1,Sample,Field,Sediment,NIA,PFHxS,2.71E+04,1.96E+05,
NIA E Sediment Sample 2,Sample,Field,Sediment,NIA,PFHxS,2.27E+04,2.09E+05,
NIA E Sediment Sample 3,Sample,Field,Sediment,NIA,PFHxS,1.81E+04,2.29E+05,
NIA E Sediment Sand Spike,Spike,Lab,Sediment,NIA,PFHxS,5.48E+05,2.08E+05,
NIA-G-field sand blank,Blank,Field,Sediment,NIA,PFHxS,-1.68E+03,3.90E+04,
NIA-G-lab send blank,Blank,Lab,Sediment,NIA,PFHxS,3.00E+03,4.55E+04,
NIA-G-sediment sample,Sample,Field,Sediment,NIA,PFHxS,1.05E+04,4.35E+04,
NIA-G-sand spike,Spike,Lab,Sediment,NIA,PFHxS,3.06E+05,3.42E+04,
NIA G Shrimp Lab Blank 2x,Blank,Lab,Biota,NIA,PFHxS,-1.80E+03,2.22E+05,
NIA G Shrimp Homogenized Blank 2x,Blank,Homogenizer,Biota,NIA,PFHxS,-1.26E+02,2.98E+05,
NIA G Shrimp Sample 2x,Sample,Homogenizer,Biota,NIA,PFHxS,1.57E+04,2.56E+05,
NIA G Shrimp Biota Spike 2x,Spike,Homogenizer,Biota,NIA,PFHxS,4.90E+05,2.15E+05,
NIA G Catfish Lab Blank 20x,Blank,Homogenizer,Biota,NIA,PFHxS,-2.88E+03,2.13E+05,
NIA G Catfish Homogenized Blank 20x,Blank,Homogenizer,Biota,NIA,PFHxS,-5.16E+03,2.04E+05,
NIA G Catfish A Sample 20x,Sample,Homogenizer,Biota,NIA,PFHxS,2.39E+03,3.02E+05,
NIA G Catfish B Sample 20x,Sample,Homogenizer,Biota,NIA,PFHxS,2.71E+03,1.97E+05,
NIA G Catfish C Sample 20x,Sample,Homogenizer,Biota,NIA,PFHxS,4.97E+03,2.99E+05,
NIA G Catfish Biota Spike 2x,Spike,Homogenizer,Biota,NIA,PFHxS,5.76E+05,2.25E+05,
NIA G Sediment Lab Blank,Blank,Lab,Sediment,NIA,PFHxS,-1.46E+03,2.28E+05,
NIA G Sediment Field Blank,Blank,Field,Sediment,NIA,PFHxS,-3.57E+03,1.73E+05,
NIA G Sediment Sample 2x,Sample,Field,Sediment,NIA,PFHxS,1.47E+04,2.29E+05,
NIA G Sediment Spike 2x,Spike,Lab,Sediment,NIA,PFHxS,3.94E+05,2.20E+05,
NIA I Sun fish Homogenized blank 2x,Blank,Homogenizer,Biota,NIA,PFHxS,2.64E+03,3.16E+05,
NIA I Sun fish spike 2x,Spike,Homogenizer,Biota,NIA,PFHxS,7.72E+04,2.83E+05,
NIA I Sun fish sample 4 20x,Sample,Homogenizer,Biota,NIA,PFHxS,3.33E+03,3.41E+05,
NIA I Sun fish sample 1 20x,Sample,Homogenizer,Biota,NIA,PFHxS,4.45E+03,3.18E+05,
Nia I Sun Fish sample 20x,Sample,Homogenizer,Biota,NIA,PFHxS,3.04E+03,3.25E+05,
NIA I Sun fish sample Homo blank,Blank,Homogenizer,Biota,NIA,PFHxS,7.65E+03,3.52E+05,
NIA F shrimp Sample,Sample,Homogenizer,Biota,NIA,PFHxS,3.62E+04,2.93E+05,
NIA F catfish A sample,Sample,Homogenizer,Biota,NIA,PFHxS,6.47E+03,2.94E+05,
NIA F catfish B sample,Sample,Homogenizer,Biota,NIA,PFHxS,3.48E+03,2.98E+05,
NIA F catfish C sample,Sample,Homogenizer,Biota,NIA,PFHxS,4.68E+03,2.92E+05,
NIA F biota spike,Spike,Homogenizer,Biota,NIA,PFHxS,7.74E+05,2.16E+05,
NIA H sedment field blank2,Blank,Field,Sediment,NIA,PFHxS,-9.94E+02,2.99E+05,
NIA H sedment lab spike1,Spike,Lab,Sediment,NIA,PFHxS,4.35E+05,3.05E+05,
NIA H sedment sample2,Sample,Field,Sediment,NIA,PFHxS,1.12E+04,3.19E+05,
NIA H sedment field blank1,Blank,Field,Sediment,NIA,PFHxS,1.94E+03,3.28E+05,
NIA H sedment lab spike2,Spike,Lab,Sediment,NIA,PFHxS,5.36E+05,2.93E+05,
NIA H sedment lab blank2,Blank,Lab,Sediment,NIA,PFHxS,-1.63E+03,2.99E+05,
NIA H sedment lab blank1,Blank,Lab,Sediment,NIA,PFHxS,-1.76E+02,2.99E+05,
NIA H sedment sample1,Sample,Field,Sediment,NIA,PFHxS,1.81E+04,2.81E+05,
NIA F lab homogenized blank 2X,Blank,Lab,Biota,NIA,PFHxS,1.88E+03,3.05E+05,
NIA F lab lab blank 2X,Blank,Lab,Biota,NIA,PFHxS,3.06E+03,3.31E+05,
NIA F Sediment field blank,Blank,Field,Sediment,NIA,PFHxS,3.40E+03,3.22E+05,
NIA F Sediment lab blank,Blank,Lab,Sediment,NIA,PFHxS,-2.32E+03,3.27E+05,
NIA F Sediment Sample,Sample,Field,Sediment,NIA,PFHxS,2.35E+04,3.18E+05,
NIA F Sediment Spike,Spike,Lab,Sediment,NIA,PFHxS,5.78E+05,3.21E+05,
NIA I Sediment field blank,Blank,Field,Sediment,NIA,PFHxS,7.23E+03,3.10E+05,
NIA I Sediment FIeld Spike,Spike,Field,Sediment,NIA,PFHxS,2.14E+03,1.88E+05,
NIA MeOH Blank,Blank,Lab,N/A,NIA,PFHxS,7.10E+03,7.15E+02,
NIA_0 ng/mL,Calibration Curve,Lab,N/A,NIA,PFHxS,2.63E+03,3.58E+05,
NIA_0.2 ng/mL,Calibration Curve,Lab,N/A,NIA,PFHxS,2.61E+04,3.62E+05,
NIA_0.4 ng/mL,Calibration Curve,Lab,N/A,NIA,PFHxS,4.91E+04,3.73E+05,
NIA_1 ng/mL,Calibration Curve,Lab,N/A,NIA,PFHxS,9.99E+04,3.67E+05,
NIA_2 ng/mL,Calibration Curve,Lab,N/A,NIA,PFHxS,2.10E+05,3.69E+05,
NIA_4 ng/mL,Calibration Curve,Lab,N/A,NIA,PFHxS,3.89E+05,3.59E+05,
NIA_10 ng/mL,Calibration Curve,Lab,N/A,NIA,PFHxS,1.01E+06,3.58E+05,
NIA_20 ng/mL,Calibration Curve,Lab,N/A,NIA,PFHxS,1.80E+06,3.50E+05,
NIA_40 ng/mL,Calibration Curve,Lab,N/A,NIA,PFHxS,3.06E+06,3.14E+05,
NIA_100 ng/mL,Calibration Curve,Lab,N/A,NIA,PFHxS,5.65E+06,2.16E+05,
NIA H sunfish water blank,Blank,Homogenizer,Biota,NIA,PFHxS,4.29E+03,3.38E+05,
NIA H sunfish homogenizer blank,Blank,Homogenizer,Biota,NIA,PFHxS,3.05E+03,3.08E+05,
NIA H sunfish sample 1 2x,Sample,Homogenizer,Biota,NIA,PFHxS,9.29E+03,3.05E+05,
NIA H sunfish sample 2 2x,Sample,Homogenizer,Biota,NIA,PFHxS,8.78E+03,3.23E+05,
NIA H sunfish sample 3 2x,Sample,Homogenizer,Biota,NIA,PFHxS,8.04E+03,3.35E+05,
NIA H sunfish spike,Spike,Homogenizer,Biota,NIA,PFHxS,6.18E+05,3.33E+05,
NIA G biota catfish 1B 2x,Sample,Homogenizer,Biota,NIA,PFHxS,2.27E+04,2.81E+05,
NIA G biota catfish 1C 2x,Sample,Homogenizer,Biota,NIA,PFHxS,1.46E+04,2.84E+05,
NIA I Sunfish sample 1 2x,Sample,Homogenizer,Biota,NIA,PFHxS,1.11E+04,2.96E+05,
NIA I Sunfish sample 2 2x,Sample,Homogenizer,Biota,NIA,PFHxS,1.10E+04,3.32E+05,
NIA I Sunfish sample 3 2x,Sample,Homogenizer,Biota,NIA,PFHxS,6.39E+03,4.67E+05,
NIA I Sunfish sample 4 2x,Sample,Homogenizer,Biota,NIA,PFHxS,8.18E+03,3.71E+05,
